oa_code,All people aged 3 and over,Speaks English very well,Speaks English well,Does not speak English well,Does not speak English at all
S00117761,83,73,8,2,0
S00117762,63,52,11,0,0
S00117763,112,106,6,0,0
S00117764,161,152,8,1,0
S00117765,120,112,8,0,0
S00117766,127,115,11,1,0
S00117767,100,91,9,0,0
S00117768,138,121,15,2,0
S00117769,95,88,6,1,0
S00117770,152,143,9,0,0
S00117771,155,147,8,0,0
S00117772,84,77,7,0,0
S00117773,93,81,11,1,0
S00117774,131,119,11,1,0
S00117775,97,89,7,0,1
S00117776,93,87,6,0,0
S00117777,180,154,17,8,1
S00117778,112,103,7,2,0
S00117779,138,124,13,1,0
S00117780,63,56,7,0,0
S00117781,113,95,17,0,1
S00117782,128,119,9,0,0
S00117783,73,69,4,0,0
S00117784,163,152,11,0,0
S00117785,63,60,1,2,0
S00117786,176,161,15,0,0
S00117787,121,101,16,4,0
S00117788,110,100,10,0,0
S00117789,71,60,11,0,0
S00117790,154,135,17,2,0
S00117791,136,133,3,0,0
S00117792,230,207,21,2,0
S00117793,123,117,6,0,0
S00117794,94,91,3,0,0
S00117795,75,70,5,0,0
S00117796,58,57,1,0,0
S00117797,128,121,6,1,0
S00117798,135,120,15,0,0
S00117799,58,56,2,0,0
S00117800,144,136,8,0,0
S00117801,89,86,3,0,0
S00117802,140,129,10,1,0
S00117803,71,66,5,0,0
S00117804,204,183,18,3,0
S00117805,120,113,7,0,0
S00117806,80,77,2,1,0
S00117807,131,124,7,0,0
S00117808,128,114,13,0,1
S00117809,86,84,2,0,0
S00117810,155,137,18,0,0
S00117811,141,139,2,0,0
S00117812,116,113,2,1,0
S00117813,105,101,3,1,0
S00117814,81,71,10,0,0
S00117815,85,77,6,2,0
S00117816,173,163,10,0,0
S00117817,118,109,9,0,0
S00117818,91,77,14,0,0
S00117819,83,77,6,0,0
S00117820,125,112,11,2,0
S00117821,123,114,8,1,0
S00117822,161,148,12,1,0
S00117823,103,93,10,0,0
S00117824,109,102,7,0,0
S00117825,100,87,10,3,0
S00117826,166,154,10,2,0
S00117827,167,151,16,0,0
S00117828,70,66,4,0,0
S00117829,100,95,5,0,0
S00117830,60,58,2,0,0
S00117831,123,114,8,1,0
S00117832,72,65,4,2,1
S00117833,58,54,4,0,0
S00117834,128,116,10,2,0
S00117835,143,129,13,1,0
S00117836,170,163,6,1,0
S00117837,124,111,12,1,0
S00117838,173,160,11,2,0
S00117839,90,78,11,1,0
S00117840,147,130,17,0,0
S00117841,109,92,14,3,0
S00117842,69,58,11,0,0
S00117843,173,160,13,0,0
S00117844,159,147,12,0,0
S00117845,128,122,5,1,0
S00117846,52,47,5,0,0
S00117847,109,107,2,0,0
S00117848,77,67,10,0,0
S00117849,139,123,15,1,0
S00117850,195,179,16,0,0
S00117851,126,114,11,1,0
S00117852,101,90,11,0,0
S00117853,105,96,8,1,0
S00117854,160,147,9,4,0
S00117855,134,126,8,0,0
S00117856,139,135,3,1,0
S00117857,168,151,17,0,0
S00117858,105,87,9,3,6
S00117859,101,84,17,0,0
S00117860,82,74,7,1,0
S00117861,157,147,10,0,0
S00117862,51,47,4,0,0
S00117863,66,59,6,1,0
S00117864,96,82,13,1,0
S00117865,120,115,5,0,0
S00117866,90,82,8,0,0
S00117867,124,114,10,0,0
S00117868,153,134,16,3,0
S00117869,166,152,13,1,0
S00117870,125,118,7,0,0
S00117871,67,62,5,0,0
S00117872,183,171,11,1,0
S00117873,64,57,7,0,0
S00117874,74,71,2,1,0
S00117875,72,69,3,0,0
S00117876,86,82,4,0,0
S00117877,107,92,14,1,0
S00117878,119,111,8,0,0
S00117879,97,89,8,0,0
S00117880,90,84,5,1,0
S00117881,166,158,6,2,0
S00117882,136,127,7,2,0
S00117883,111,98,12,1,0
S00117884,86,84,2,0,0
S00117885,159,148,10,1,0
S00117886,205,188,15,1,1
S00117887,119,112,7,0,0
S00117888,81,78,2,1,0
S00117889,134,121,12,0,1
S00117890,151,139,11,1,0
S00117891,171,150,21,0,0
S00117892,98,87,11,0,0
S00117893,142,131,11,0,0
S00117894,161,156,4,1,0
S00117895,123,115,7,1,0
S00117896,94,88,5,1,0
S00117897,72,70,2,0,0
S00117898,68,63,5,0,0
S00117899,88,79,7,2,0
S00117900,85,78,7,0,0
S00117901,72,65,7,0,0
S00117902,142,125,16,1,0
S00117903,181,156,19,6,0
S00117904,74,70,3,1,0
S00117905,94,88,5,1,0
S00117906,149,137,9,3,0
S00117907,85,80,4,1,0
S00117908,88,84,4,0,0
S00117909,136,129,7,0,0
S00117910,125,112,11,2,0
S00117911,47,44,3,0,0
S00117912,111,100,11,0,0
S00117913,102,93,9,0,0
S00117914,135,116,18,1,0
S00117915,132,111,21,0,0
S00117916,93,90,3,0,0
S00117917,105,100,5,0,0
S00117918,153,138,15,0,0
S00117919,182,166,15,1,0
S00117920,115,111,4,0,0
S00117921,58,53,5,0,0
S00117922,110,97,11,2,0
S00117923,68,60,6,2,0
S00117924,148,138,10,0,0
S00117925,189,178,9,2,0
S00117926,174,168,6,0,0
S00117927,154,147,7,0,0
S00117928,62,54,8,0,0
S00117929,123,113,8,1,1
S00117930,85,77,8,0,0
S00117931,117,110,7,0,0
S00117932,150,142,7,1,0
S00117933,136,126,9,1,0
S00117934,80,78,2,0,0
S00117935,107,103,2,2,0
S00117936,80,73,7,0,0
S00117937,78,77,1,0,0
S00117938,152,131,17,3,1
S00117939,130,119,11,0,0
S00117940,117,110,6,1,0
S00117941,88,80,8,0,0
S00117942,152,137,12,2,1
S00117943,92,88,4,0,0
S00117944,137,124,13,0,0
S00117945,160,143,16,1,0
S00117946,171,156,15,0,0
S00117947,135,128,7,0,0
S00117948,99,89,9,1,0
S00117949,119,109,9,1,0
S00117950,154,144,9,1,0
S00117951,145,137,7,1,0
S00117952,123,110,13,0,0
S00117953,126,110,16,0,0
S00117954,120,111,9,0,0
S00117955,140,131,9,0,0
S00117956,78,71,6,1,0
S00117957,117,106,11,0,0
S00117958,118,109,7,2,0
S00117959,60,59,0,1,0
S00117960,141,135,5,1,0
S00117961,110,102,7,1,0
S00117962,141,138,3,0,0
S00117963,157,143,14,0,0
S00117964,143,134,9,0,0
S00117965,88,80,7,1,0
S00117966,49,46,3,0,0
S00117967,119,115,2,2,0
S00117968,100,92,8,0,0
S00117969,121,109,10,2,0
S00117970,55,50,4,1,0
S00117971,96,82,12,2,0
S00117972,90,84,6,0,0
S00117973,91,83,8,0,0
S00117974,136,120,15,1,0
S00117975,145,132,10,3,0
S00117976,128,117,11,0,0
S00117977,104,104,0,0,0
S00117978,73,70,2,0,1
S00117979,168,159,9,0,0
S00117980,107,96,7,4,0
S00117981,82,78,4,0,0
S00117982,92,85,6,1,0
S00117983,92,85,6,1,0
S00117984,166,150,14,2,0
S00117985,108,96,12,0,0
S00117986,148,142,6,0,0
S00117987,109,102,6,1,0
S00117988,157,143,12,2,0
S00117989,113,103,10,0,0
S00117990,133,125,8,0,0
S00117991,102,92,10,0,0
S00117992,107,94,13,0,0
S00117993,107,99,8,0,0
S00117994,117,104,13,0,0
S00117995,131,121,9,1,0
S00117996,95,87,7,1,0
S00117997,101,91,10,0,0
S00117998,106,100,6,0,0
S00117999,108,94,14,0,0
S00118000,127,120,7,0,0
S00118001,108,102,4,0,2
S00118002,86,77,9,0,0
S00118003,110,101,9,0,0
S00118004,122,112,9,1,0
S00118005,71,60,8,3,0
S00118006,135,118,16,1,0
S00118007,126,119,7,0,0
S00118008,126,118,8,0,0
S00118009,97,91,6,0,0
S00118010,92,88,4,0,0
S00118011,120,111,8,1,0
S00118012,73,65,8,0,0
S00118013,156,134,21,1,0
S00118014,120,112,7,1,0
S00118015,165,146,18,1,0
S00118016,79,73,6,0,0
S00118017,180,170,9,1,0
S00118018,129,126,3,0,0
S00118019,88,82,6,0,0
S00118020,97,89,6,2,0
S00118021,127,122,5,0,0
S00118022,87,87,0,0,0
S00118023,135,125,10,0,0
S00118024,151,132,18,1,0
S00118025,145,137,7,1,0
S00118026,105,97,6,2,0
S00118027,150,131,17,2,0
S00118028,97,95,2,0,0
S00118029,146,144,2,0,0
S00118030,83,74,9,0,0
S00118031,74,68,6,0,0
S00118032,128,114,13,1,0
S00118033,68,62,5,1,0
S00118034,116,95,20,1,0
S00118035,123,114,7,0,2
S00118036,100,87,13,0,0
S00118037,98,86,12,0,0
S00118038,91,84,6,1,0
S00118039,157,138,19,0,0
S00118040,71,65,6,0,0
S00118041,102,93,8,1,0
S00118042,94,87,7,0,0
S00118043,97,83,13,1,0
S00118044,77,71,6,0,0
S00118045,153,139,13,1,0
S00118046,97,89,8,0,0
S00118047,60,60,0,0,0
S00118048,110,105,5,0,0
S00118049,127,118,5,4,0
S00118050,150,136,13,1,0
S00118051,94,81,12,1,0
S00118052,87,80,7,0,0
S00118053,87,76,11,0,0
S00118054,145,138,7,0,0
S00118055,170,163,6,1,0
S00118056,94,79,13,2,0
S00118057,85,70,13,1,1
S00118058,135,124,10,1,0
S00118059,140,130,10,0,0
S00118060,142,130,9,3,0
S00118061,92,78,12,1,1
S00118062,101,94,7,0,0
S00118063,114,100,14,0,0
S00118064,117,105,12,0,0
S00118065,137,128,9,0,0
S00118066,112,97,15,0,0
S00118067,102,100,2,0,0
S00118068,112,93,18,1,0
S00118069,52,44,8,0,0
S00118070,143,129,13,1,0
S00118071,79,71,8,0,0
S00118072,117,105,10,2,0
S00118073,146,132,12,2,0
S00118074,127,116,11,0,0
S00118075,89,84,5,0,0
S00118076,116,110,5,1,0
S00118077,112,104,8,0,0
S00118078,128,122,5,0,1
S00118079,81,78,3,0,0
S00118080,110,105,3,2,0
S00118081,59,54,5,0,0
S00118082,138,130,8,0,0
S00118083,84,77,6,1,0
S00118084,55,53,2,0,0
S00118085,103,88,14,1,0
S00118086,131,122,8,1,0
S00118087,108,100,7,0,1
S00118088,110,104,5,1,0
S00118089,60,55,5,0,0
S00118090,78,70,6,2,0
S00118091,85,82,1,2,0
S00118092,151,135,15,1,0
S00118093,54,46,6,2,0
S00118094,121,104,17,0,0
S00118095,146,138,8,0,0
S00118096,115,110,4,1,0
S00118097,124,116,8,0,0
S00118098,105,86,18,1,0
S00118099,97,90,7,0,0
S00118100,125,115,9,1,0
S00118101,74,60,14,0,0
S00118102,126,109,13,4,0
S00118103,116,110,6,0,0
S00118104,125,108,15,2,0
S00118105,82,72,10,0,0
S00118106,129,108,18,3,0
S00118107,61,56,4,0,1
S00118108,159,149,10,0,0
S00118109,106,99,6,1,0
S00118110,71,69,2,0,0
S00118111,176,165,10,1,0
S00118112,58,54,4,0,0
S00118113,68,61,5,2,0
S00118114,91,81,10,0,0
S00118115,118,110,7,1,0
S00118116,98,96,2,0,0
S00118117,166,148,18,0,0
S00118118,131,120,9,2,0
S00118119,136,116,20,0,0
S00118120,147,131,14,1,1
S00118121,101,80,17,4,0
S00118122,107,103,4,0,0
S00118123,58,56,1,0,1
S00118124,97,93,4,0,0
S00118125,103,94,8,1,0
S00118126,75,68,7,0,0
S00118127,64,60,4,0,0
S00118128,121,103,15,3,0
S00118129,102,94,7,1,0
S00118130,112,102,10,0,0
S00118131,111,105,6,0,0
S00118132,102,89,11,2,0
S00118133,86,78,6,1,1
S00118134,120,114,6,0,0
S00118135,138,119,12,7,0
S00118136,94,87,6,1,0
S00118137,200,187,10,3,0
S00118138,149,121,24,4,0
S00118139,105,85,17,3,0
S00118140,118,95,19,2,2
S00118141,126,99,15,11,1
S00118142,110,96,13,1,0
S00118143,113,95,15,2,1
S00118144,143,125,17,1,0
S00118145,116,86,16,12,2
S00118146,70,57,11,1,1
S00118147,138,129,7,2,0
S00118148,124,111,8,5,0
S00118149,74,57,15,2,0
S00118150,122,83,22,15,2
S00118151,108,90,12,5,1
S00118152,97,84,8,3,2
S00118153,77,61,11,5,0
S00118154,97,86,9,2,0
S00118155,83,79,4,0,0
S00118156,156,125,26,4,1
S00118157,92,74,12,5,1
S00118158,96,84,9,3,0
S00118159,124,110,12,2,0
S00118160,87,79,8,0,0
S00118161,120,105,14,1,0
S00118162,71,63,8,0,0
S00118163,106,101,4,1,0
S00118164,132,126,6,0,0
S00118165,93,89,4,0,0
S00118166,187,176,11,0,0
S00118167,127,117,9,1,0
S00118168,120,109,11,0,0
S00118169,100,86,8,6,0
S00118170,106,94,9,3,0
S00118171,126,105,21,0,0
S00118172,93,89,4,0,0
S00118173,136,126,9,1,0
S00118174,182,175,6,1,0
S00118175,108,92,11,5,0
S00118176,130,117,11,1,1
S00118177,119,113,6,0,0
S00118178,124,120,3,1,0
S00118179,92,77,15,0,0
S00118180,134,111,16,6,1
S00118181,132,124,7,1,0
S00118182,119,110,9,0,0
S00118183,115,99,15,1,0
S00118184,88,77,11,0,0
S00118185,112,105,7,0,0
S00118186,133,121,7,5,0
S00118187,118,89,22,6,1
S00118188,93,88,5,0,0
S00118189,166,150,15,1,0
S00118190,97,86,11,0,0
S00118191,153,139,8,5,1
S00118192,72,64,8,0,0
S00118193,117,109,7,1,0
S00118194,115,105,9,1,0
S00118195,134,126,6,2,0
S00118196,83,81,2,0,0
S00118197,65,59,4,2,0
S00118198,117,97,18,2,0
S00118199,159,151,8,0,0
S00118200,69,60,9,0,0
S00118201,89,83,6,0,0
S00118202,118,103,15,0,0
S00118203,143,132,11,0,0
S00118204,100,90,9,1,0
S00118205,99,92,7,0,0
S00118206,52,49,3,0,0
S00118207,95,84,10,1,0
S00118208,145,126,19,0,0
S00118209,134,122,12,0,0
S00118210,157,143,11,3,0
S00118211,86,79,6,1,0
S00118212,119,107,10,2,0
S00118213,153,139,14,0,0
S00118214,126,106,14,6,0
S00118215,119,118,0,1,0
S00118216,137,124,11,2,0
S00118217,104,93,11,0,0
S00118218,78,67,11,0,0
S00118219,125,112,10,3,0
S00118220,174,156,17,1,0
S00118221,120,113,6,1,0
S00118222,87,81,6,0,0
S00118223,70,64,5,1,0
S00118224,150,130,18,2,0
S00118225,118,111,7,0,0
S00118226,96,92,4,0,0
S00118227,83,77,6,0,0
S00118228,78,69,9,0,0
S00118229,86,79,7,0,0
S00118230,82,75,6,1,0
S00118231,95,90,5,0,0
S00118232,101,88,11,2,0
S00118233,88,75,13,0,0
S00118234,138,125,12,1,0
S00118235,74,72,2,0,0
S00118236,106,99,5,2,0
S00118237,141,132,9,0,0
S00118238,114,108,6,0,0
S00118239,85,82,3,0,0
S00118240,100,90,10,0,0
S00118241,113,104,9,0,0
S00118242,109,99,9,1,0
S00118243,136,123,11,2,0
S00118244,181,168,12,1,0
S00118245,107,91,14,2,0
S00118246,111,96,15,0,0
S00118247,69,58,10,1,0
S00118248,131,118,12,1,0
S00118249,140,128,12,0,0
S00118250,53,52,0,1,0
S00118251,90,87,3,0,0
S00118252,119,114,5,0,0
S00118253,71,62,6,3,0
S00118254,132,111,20,0,1
S00118255,83,75,8,0,0
S00118256,125,97,17,5,6
S00118257,58,54,4,0,0
S00118258,116,105,5,6,0
S00118259,90,78,11,1,0
S00118260,151,141,9,1,0
S00118261,97,89,7,1,0
S00118262,109,92,13,4,0
S00118263,114,89,16,8,1
S00118264,92,82,10,0,0
S00118265,89,76,10,2,1
S00118266,84,56,15,9,4
S00118267,126,112,12,2,0
S00118268,173,155,12,6,0
S00118269,61,55,4,2,0
S00118270,113,104,9,0,0
S00118271,164,148,13,2,1
S00118272,105,100,5,0,0
S00118273,69,62,5,2,0
S00118274,118,112,4,2,0
S00118275,83,75,8,0,0
S00118276,96,94,2,0,0
S00118277,69,59,5,5,0
S00118278,74,69,5,0,0
S00118279,116,102,11,3,0
S00118280,171,159,8,4,0
S00118281,142,135,5,2,0
S00118282,85,76,7,0,2
S00118283,106,94,11,1,0
S00118284,83,78,5,0,0
S00118285,98,95,3,0,0
S00118286,227,199,22,6,0
S00118287,99,88,11,0,0
S00118288,124,114,10,0,0
S00118289,134,115,15,4,0
S00118290,75,61,13,1,0
S00118291,205,165,36,4,0
S00118292,75,59,12,4,0
S00118293,93,81,9,3,0
S00118294,68,59,8,1,0
S00118295,110,105,5,0,0
S00118296,51,46,5,0,0
S00118297,135,128,2,2,3
S00118298,118,96,19,3,0
S00118299,59,51,5,3,0
S00118300,90,82,6,1,1
S00118301,81,67,8,5,1
S00118302,92,65,22,5,0
S00118303,130,113,10,6,1
S00118304,92,89,3,0,0
S00118305,131,120,10,1,0
S00118306,117,85,27,3,2
S00118307,122,116,4,2,0
S00118308,68,55,12,1,0
S00118309,102,87,14,1,0
S00118310,85,77,8,0,0
S00118311,147,126,18,3,0
S00118312,115,103,11,1,0
S00118313,139,127,11,1,0
S00118314,148,128,20,0,0
S00118315,116,104,9,2,1
S00118316,85,72,12,1,0
S00118317,163,146,13,4,0
S00118318,65,58,6,0,1
S00118319,61,46,8,6,1
S00118320,141,131,10,0,0
S00118321,99,93,6,0,0
S00118322,91,82,7,2,0
S00118323,155,129,23,3,0
S00118324,136,106,26,4,0
S00118325,165,150,14,1,0
S00118326,98,93,5,0,0
S00118327,88,78,10,0,0
S00118328,217,196,19,2,0
S00118329,91,82,7,2,0
S00118330,118,106,11,1,0
S00118331,107,97,5,5,0
S00118332,125,115,7,3,0
S00118333,107,96,11,0,0
S00118334,103,96,7,0,0
S00118335,157,151,6,0,0
S00118336,159,145,13,1,0
S00118337,56,54,2,0,0
S00118338,112,105,7,0,0
S00118339,94,84,10,0,0
S00118340,71,71,0,0,0
S00118341,119,114,4,1,0
S00118342,105,100,4,1,0
S00118343,129,122,6,1,0
S00118344,65,59,6,0,0
S00118345,125,119,6,0,0
S00118346,126,113,13,0,0
S00118347,173,160,13,0,0
S00118348,110,104,6,0,0
S00118349,142,132,6,2,2
S00118350,145,129,16,0,0
S00118351,112,103,9,0,0
S00118352,108,103,5,0,0
S00118353,125,122,3,0,0
S00118354,123,116,7,0,0
S00118355,77,71,6,0,0
S00118356,107,101,6,0,0
S00118357,60,56,3,1,0
S00118358,159,141,17,1,0
S00118359,97,91,6,0,0
S00118360,112,106,4,2,0
S00118361,67,60,7,0,0
S00118362,63,62,1,0,0
S00118363,92,91,1,0,0
S00118364,101,97,4,0,0
S00118365,115,108,7,0,0
S00118366,115,102,13,0,0
S00118367,132,122,8,2,0
S00118368,96,88,6,2,0
S00118369,108,95,12,1,0
S00118370,91,85,6,0,0
S00118371,106,99,5,1,1
S00118372,107,95,12,0,0
S00118373,100,96,4,0,0
S00118374,106,103,3,0,0
S00118375,104,99,5,0,0
S00118376,172,162,10,0,0
S00118377,139,114,24,0,1
S00118378,132,117,10,5,0
S00118379,108,90,18,0,0
S00118380,72,65,7,0,0
S00118381,93,78,13,2,0
S00118382,163,136,25,2,0
S00118383,84,74,10,0,0
S00118384,56,50,6,0,0
S00118385,100,86,12,2,0
S00118386,102,88,11,2,1
S00118387,106,92,13,1,0
S00118388,104,90,13,1,0
S00118389,81,67,13,1,0
S00118390,89,76,13,0,0
S00118391,87,80,7,0,0
S00118392,151,136,15,0,0
S00118393,149,134,13,2,0
S00118394,140,127,11,1,1
S00118395,160,135,19,5,1
S00118396,92,83,8,1,0
S00118397,83,71,9,2,1
S00118398,109,99,10,0,0
S00118399,92,61,20,10,1
S00118400,134,127,6,1,0
S00118401,104,98,5,1,0
S00118402,126,102,15,9,0
S00118403,79,67,12,0,0
S00118404,163,153,8,2,0
S00118405,65,54,11,0,0
S00118406,93,84,9,0,0
S00118407,118,114,4,0,0
S00118408,147,132,14,1,0
S00118409,130,118,11,1,0
S00118410,58,48,8,2,0
S00118411,107,103,4,0,0
S00118412,100,94,4,1,1
S00118413,103,96,7,0,0
S00118414,119,115,4,0,0
S00118415,84,80,4,0,0
S00118416,90,85,5,0,0
S00118417,76,72,4,0,0
S00118418,79,73,3,3,0
S00118419,77,62,13,2,0
S00118420,49,43,5,1,0
S00118421,86,77,7,2,0
S00118422,91,70,15,5,1
S00118423,50,42,6,2,0
S00118424,176,149,18,8,1
S00118425,120,109,10,0,1
S00118426,167,155,10,1,1
S00118427,93,87,6,0,0
S00118428,74,69,5,0,0
S00118429,100,88,8,2,2
S00118430,106,99,6,1,0
S00118431,91,88,3,0,0
S00118432,151,136,14,1,0
S00118433,158,137,20,0,1
S00118434,99,79,17,3,0
S00118435,134,110,23,1,0
S00118436,111,93,14,4,0
S00118437,106,96,6,3,1
S00118438,115,110,3,2,0
S00118439,121,104,15,2,0
S00118440,79,69,10,0,0
S00118441,69,59,9,1,0
S00118442,129,116,11,2,0
S00118443,75,59,13,3,0
S00118444,125,113,12,0,0
S00118445,115,99,10,6,0
S00118446,99,83,15,1,0
S00118447,95,81,12,2,0
S00118448,89,79,10,0,0
S00118449,114,103,11,0,0
S00118450,94,88,5,1,0
S00118451,107,101,3,3,0
S00118452,107,95,11,1,0
S00118453,98,88,10,0,0
S00118454,97,81,12,4,0
S00118455,142,125,17,0,0
S00118456,147,125,18,3,1
S00118457,75,62,13,0,0
S00118458,65,56,8,1,0
S00118459,176,151,23,2,0
S00118460,120,107,11,2,0
S00118461,153,142,11,0,0
S00118462,133,107,21,5,0
S00118463,117,94,18,4,1
S00118464,88,81,6,1,0
S00118465,114,95,13,6,0
S00118466,117,100,16,1,0
S00118467,130,124,6,0,0
S00118468,107,84,19,3,1
S00118469,72,44,16,12,0
S00118470,95,86,9,0,0
S00118471,80,60,14,4,2
S00118472,164,133,22,7,2
S00118473,86,69,14,3,0
S00118474,114,73,25,14,2
S00118475,80,71,9,0,0
S00118476,85,75,8,2,0
S00118477,79,67,11,1,0
S00118478,120,105,13,2,0
S00118479,110,101,7,2,0
S00118480,113,83,23,5,2
S00118481,128,121,5,0,2
S00118482,174,148,20,4,2
S00118483,72,64,8,0,0
S00118484,98,88,9,1,0
S00118485,127,112,14,1,0
S00118486,57,55,2,0,0
S00118487,74,66,5,1,2
S00118488,181,157,22,1,1
S00118489,117,101,14,2,0
S00118490,143,118,19,5,1
S00118491,141,133,8,0,0
S00118492,77,74,3,0,0
S00118493,115,104,11,0,0
S00118494,133,101,23,9,0
S00118495,130,113,16,1,0
S00118496,154,137,13,4,0
S00118497,141,131,8,2,0
S00118498,152,135,16,1,0
S00118499,155,139,15,1,0
S00118500,143,126,17,0,0
S00118501,130,118,10,1,1
S00118502,126,120,6,0,0
S00118503,62,58,4,0,0
S00118504,49,46,3,0,0
S00118505,78,69,5,2,2
S00118506,138,135,3,0,0
S00118507,147,135,11,1,0
S00118508,46,43,1,2,0
S00118509,151,120,30,1,0
S00118510,70,62,8,0,0
S00118511,201,187,12,2,0
S00118512,114,98,14,2,0
S00118513,116,104,12,0,0
S00118514,141,120,18,2,1
S00118515,156,121,30,5,0
S00118516,180,142,30,4,4
S00118517,119,105,12,2,0
S00118518,99,89,7,2,1
S00118519,104,84,16,1,3
S00118520,67,59,7,1,0
S00118521,71,62,6,2,1
S00118522,60,53,5,2,0
S00118523,95,79,16,0,0
S00118524,56,49,7,0,0
S00118525,113,106,3,4,0
S00118526,76,68,7,1,0
S00118527,147,133,11,3,0
S00118528,112,89,15,5,3
S00118529,155,133,17,5,0
S00118530,125,100,14,11,0
S00118531,125,94,23,8,0
S00118532,118,95,20,3,0
S00118533,142,116,20,6,0
S00118534,99,79,15,5,0
S00118535,117,88,15,11,3
S00118536,59,47,10,2,0
S00118537,100,90,10,0,0
S00118538,52,35,13,4,0
S00118539,96,88,8,0,0
S00118540,71,65,4,2,0
S00118541,85,69,14,1,1
S00118542,76,55,16,3,2
S00118543,104,87,14,2,1
S00118544,58,45,11,2,0
S00118545,73,69,2,2,0
S00118546,130,119,11,0,0
S00118547,63,53,9,1,0
S00118548,90,86,2,2,0
S00118549,129,120,6,3,0
S00118550,54,49,5,0,0
S00118551,66,57,9,0,0
S00118552,76,69,5,2,0
S00118553,181,161,15,4,1
S00118554,123,114,9,0,0
S00118555,100,92,7,1,0
S00118556,108,101,7,0,0
S00118557,98,92,5,1,0
S00118558,85,73,11,1,0
S00118559,117,113,4,0,0
S00118560,97,89,7,1,0
S00118561,175,162,11,1,1
S00118562,119,114,4,1,0
S00118563,187,181,6,0,0
S00118564,84,81,3,0,0
S00118565,76,73,3,0,0
S00118566,84,78,6,0,0
S00118567,90,88,2,0,0
S00118568,94,89,5,0,0
S00118569,179,169,10,0,0
S00118570,46,43,3,0,0
S00118571,121,107,14,0,0
S00118572,103,94,8,1,0
S00118573,49,43,6,0,0
S00118574,58,53,5,0,0
S00118575,108,98,10,0,0
S00118576,110,97,11,1,1
S00118577,61,56,5,0,0
S00118578,59,58,1,0,0
S00118579,131,111,17,2,1
S00118580,104,96,8,0,0
S00118581,92,88,3,1,0
S00118582,100,90,9,1,0
S00118583,118,106,12,0,0
S00118584,98,84,14,0,0
S00118585,116,108,5,1,2
S00118586,58,51,6,1,0
S00118587,106,95,10,1,0
S00118588,83,75,8,0,0
S00118589,74,65,9,0,0
S00118590,64,56,8,0,0
S00118591,69,62,7,0,0
S00118592,57,55,2,0,0
S00118593,112,105,6,1,0
S00118594,95,87,7,1,0
S00118595,58,54,3,1,0
S00118596,130,120,10,0,0
S00118597,116,108,6,2,0
S00118598,142,136,5,1,0
S00118599,139,131,5,3,0
S00118600,107,106,0,0,1
S00118601,128,118,10,0,0
S00118602,136,128,8,0,0
S00118603,94,85,7,2,0
S00118604,81,73,7,1,0
S00118605,216,204,8,3,1
S00118606,79,68,11,0,0
S00118607,88,73,11,4,0
S00118608,60,59,0,1,0
S00118609,120,112,6,2,0
S00118610,53,52,1,0,0
S00118611,114,104,9,0,1
S00118612,171,154,15,2,0
S00118613,107,96,10,0,1
S00118614,100,94,4,2,0
S00118615,180,170,10,0,0
S00118616,151,127,23,1,0
S00118617,174,155,19,0,0
S00118618,127,120,7,0,0
S00118619,111,97,14,0,0
S00118620,115,103,11,1,0
S00118621,183,165,16,2,0
S00118622,153,138,11,4,0
S00118623,121,107,12,2,0
S00118624,135,121,9,4,1
S00118625,121,107,13,1,0
S00118626,159,142,16,0,1
S00118627,167,150,13,4,0
S00118628,111,98,12,1,0
S00118629,165,146,17,1,1
S00118630,153,148,5,0,0
S00118631,188,170,18,0,0
S00118632,76,66,10,0,0
S00118633,130,124,5,1,0
S00118634,133,125,7,1,0
S00118635,148,130,15,2,1
S00118636,125,115,7,3,0
S00118637,79,71,8,0,0
S00118638,89,72,15,2,0
S00118639,118,110,8,0,0
S00118640,128,113,14,1,0
S00118641,141,122,18,1,0
S00118642,73,69,4,0,0
S00118643,132,104,27,1,0
S00118644,73,64,9,0,0
S00118645,121,100,18,2,1
S00118646,164,148,14,0,2
S00118647,106,92,14,0,0
S00118648,59,57,2,0,0
S00118649,136,122,13,1,0
S00118650,169,156,13,0,0
S00118651,87,77,6,0,4
S00118652,105,97,8,0,0
S00118653,104,96,8,0,0
S00118654,83,75,8,0,0
S00118655,106,98,5,3,0
S00118656,143,133,8,2,0
S00118657,105,93,12,0,0
S00118658,121,104,16,1,0
S00118659,64,61,3,0,0
S00118660,94,89,5,0,0
S00118661,184,155,27,2,0
S00118662,115,101,14,0,0
S00118663,102,89,11,2,0
S00118664,117,110,6,1,0
S00118665,102,97,4,1,0
S00118666,97,89,8,0,0
S00118667,117,106,11,0,0
S00118668,208,192,16,0,0
S00118669,96,88,8,0,0
S00118670,133,116,14,2,1
S00118671,73,67,6,0,0
S00118672,89,78,11,0,0
S00118673,149,139,9,1,0
S00118674,101,98,3,0,0
S00118675,155,139,16,0,0
S00118676,142,125,17,0,0
S00118677,156,145,10,1,0
S00118678,52,40,10,2,0
S00118679,161,148,10,3,0
S00118680,60,59,1,0,0
S00118681,116,107,8,1,0
S00118682,84,78,6,0,0
S00118683,83,68,13,2,0
S00118684,105,98,7,0,0
S00118685,115,110,5,0,0
S00118686,96,90,6,0,0
S00118687,149,137,12,0,0
S00118688,112,106,5,1,0
S00118689,164,153,10,1,0
S00118690,164,147,16,1,0
