oa_code,All people aged 3 and over,Speaks English very well,Speaks English well,Does not speak English well,Does not speak English at all
S00101362,82,69,13,0,0
S00101363,108,94,14,0,0
S00101364,70,63,7,0,0
S00101365,132,119,12,1,0
S00101366,59,49,10,0,0
S00101367,119,105,14,0,0
S00101368,106,93,12,1,0
S00101369,100,86,14,0,0
S00101370,180,128,41,10,1
S00101371,80,68,9,2,1
S00101372,71,65,6,0,0
S00101373,89,80,9,0,0
S00101374,98,75,23,0,0
S00101375,114,112,2,0,0
S00101376,54,52,2,0,0
S00101377,57,50,7,0,0
S00101378,115,114,1,0,0
S00101379,124,106,16,2,0
S00101380,74,67,6,1,0
S00101381,122,105,13,4,0
S00101382,102,93,8,1,0
S00101383,82,72,8,2,0
S00101384,102,93,8,1,0
S00101385,100,88,9,1,2
S00101386,93,88,4,1,0
S00101387,63,60,3,0,0
S00101388,88,83,5,0,0
S00101389,84,71,12,1,0
S00101390,136,125,11,0,0
S00101391,78,72,5,0,1
S00101392,133,129,3,1,0
S00101393,66,60,5,1,0
S00101394,126,122,3,1,0
S00101395,158,135,22,1,0
S00101396,127,112,13,1,1
S00101397,85,79,5,1,0
S00101398,127,118,9,0,0
S00101399,200,188,10,2,0
S00101400,140,132,6,1,1
S00101401,151,147,4,0,0
S00101402,174,162,10,2,0
S00101403,150,143,6,1,0
S00101404,169,161,7,1,0
S00101405,110,94,14,2,0
S00101406,66,65,1,0,0
S00101407,98,92,6,0,0
S00101408,107,100,7,0,0
S00101409,123,114,7,1,1
S00101410,128,118,9,1,0
S00101411,135,125,10,0,0
S00101412,205,195,9,1,0
S00101413,198,183,14,0,1
S00101414,125,119,5,1,0
S00101415,172,166,6,0,0
S00101416,196,191,4,1,0
S00101417,141,137,3,0,1
S00101418,133,127,6,0,0
S00101419,143,135,8,0,0
S00101420,136,132,4,0,0
S00101421,101,87,14,0,0
S00101422,117,101,14,2,0
S00101423,101,94,7,0,0
S00101424,92,80,12,0,0
S00101425,68,62,4,2,0
S00101426,88,78,7,2,1
S00101427,149,139,10,0,0
S00101428,177,148,28,1,0
S00101429,191,178,13,0,0
S00101430,103,96,7,0,0
S00101431,170,161,9,0,0
S00101432,123,117,6,0,0
S00101433,127,116,7,4,0
S00101434,108,100,8,0,0
S00101435,134,121,13,0,0
S00101436,139,132,7,0,0
S00101437,115,100,13,1,1
S00101438,159,149,10,0,0
S00101439,60,57,3,0,0
S00101440,97,93,4,0,0
S00101441,115,103,11,1,0
S00101442,109,95,13,1,0
S00101443,124,101,19,4,0
S00101444,108,99,9,0,0
S00101445,92,78,11,2,1
S00101446,141,131,10,0,0
S00101447,114,105,7,2,0
S00101448,93,91,2,0,0
S00101449,134,128,5,1,0
S00101450,69,63,6,0,0
S00101451,148,135,12,1,0
S00101452,177,162,14,1,0
S00101453,113,100,13,0,0
S00101454,180,171,9,0,0
S00101455,202,196,4,2,0
S00101456,175,165,10,0,0
S00101457,108,103,5,0,0
S00101458,149,141,8,0,0
S00101459,114,110,4,0,0
S00101460,187,176,10,1,0
S00101461,171,163,8,0,0
S00101462,148,141,6,1,0
S00101463,189,177,8,4,0
S00101464,55,51,4,0,0
S00101465,171,170,1,0,0
S00101466,164,160,4,0,0
S00101467,159,153,6,0,0
S00101468,107,98,9,0,0
S00101469,46,43,3,0,0
S00101470,161,150,11,0,0
S00101471,93,87,6,0,0
S00101472,146,146,0,0,0
S00101473,160,149,9,2,0
S00101474,137,133,4,0,0
S00101475,111,109,2,0,0
S00101476,165,158,7,0,0
S00101477,117,112,4,0,1
S00101478,166,160,6,0,0
S00101479,118,117,1,0,0
S00101480,142,139,3,0,0
S00101481,120,111,9,0,0
S00101482,173,160,11,2,0
S00101483,156,151,2,3,0
S00101484,71,65,5,1,0
S00101485,160,158,1,1,0
S00101486,163,155,8,0,0
S00101487,147,132,13,2,0
S00101488,130,113,17,0,0
S00101489,142,127,15,0,0
S00101490,97,84,12,1,0
S00101491,160,154,6,0,0
S00101492,127,125,2,0,0
S00101493,80,71,9,0,0
S00101494,103,96,6,1,0
S00101495,91,81,9,0,1
S00101496,129,125,4,0,0
S00101497,130,121,9,0,0
S00101498,126,122,3,0,1
S00101499,126,114,10,2,0
S00101500,102,96,6,0,0
S00101501,108,100,8,0,0
S00101502,123,107,16,0,0
S00101503,74,59,14,0,1
S00101504,59,53,6,0,0
S00101505,71,65,5,1,0
S00101506,195,185,7,3,0
S00101507,170,159,10,1,0
S00101508,81,76,5,0,0
S00101509,111,103,8,0,0
S00101510,88,81,7,0,0
S00101511,313,273,25,15,0
S00101512,124,120,3,1,0
S00101513,143,135,8,0,0
S00101514,140,130,9,1,0
S00101515,68,64,4,0,0
S00101516,128,125,3,0,0
S00101517,153,147,5,1,0
S00101518,106,102,4,0,0
S00101519,109,107,2,0,0
S00101520,69,61,8,0,0
S00101521,140,133,7,0,0
S00101522,116,102,13,0,1
S00101523,91,77,14,0,0
S00101524,92,82,9,1,0
S00101525,98,96,1,1,0
S00101526,104,99,5,0,0
S00101527,163,159,2,1,1
S00101528,64,56,8,0,0
S00101529,137,132,3,1,1
S00101530,140,125,15,0,0
S00101531,97,84,12,1,0
S00101532,165,157,8,0,0
S00101533,176,158,15,3,0
S00101534,216,197,16,3,0
S00101535,113,106,6,0,1
S00101536,113,100,12,0,1
S00101537,131,115,16,0,0
S00101538,75,67,8,0,0
S00101539,110,97,12,1,0
S00101540,113,102,11,0,0
S00101541,115,109,6,0,0
S00101542,165,151,13,1,0
S00101543,70,57,13,0,0
S00101544,58,51,7,0,0
S00101545,185,159,24,2,0
S00101546,165,153,12,0,0
S00101547,133,129,4,0,0
S00101548,76,70,4,2,0
S00101549,144,141,3,0,0
S00101550,124,120,4,0,0
S00101551,189,180,9,0,0
S00101552,134,119,15,0,0
S00101553,101,95,6,0,0
S00101554,56,51,5,0,0
S00101555,118,111,6,0,1
S00101556,77,74,3,0,0
S00101557,108,103,5,0,0
S00101558,115,106,8,0,1
S00101559,150,145,5,0,0
S00101560,64,59,4,1,0
S00101561,75,62,13,0,0
S00101562,128,122,6,0,0
S00101563,56,50,6,0,0
S00101564,67,66,1,0,0
S00101565,124,115,8,0,1
S00101566,194,179,14,1,0
S00101567,104,99,5,0,0
S00101568,86,76,10,0,0
S00101569,59,54,4,1,0
S00101570,106,99,6,1,0
S00101571,89,75,14,0,0
S00101572,68,62,4,2,0
S00101573,81,73,8,0,0
S00101574,49,47,2,0,0
S00101575,83,77,6,0,0
S00101576,61,56,5,0,0
S00101577,141,135,6,0,0
S00101578,123,113,8,1,1
S00101579,114,101,13,0,0
S00101580,186,177,8,1,0
S00101581,69,65,3,1,0
S00101582,93,87,6,0,0
S00101583,100,95,4,1,0
S00101584,117,107,10,0,0
S00101585,73,67,5,1,0
S00101586,98,96,2,0,0
S00101587,123,112,11,0,0
S00101588,88,80,7,1,0
S00101589,117,111,6,0,0
S00101590,58,52,6,0,0
S00101591,110,98,12,0,0
S00101592,157,146,11,0,0
S00101593,79,77,2,0,0
S00101594,206,174,28,4,0
S00101595,109,97,12,0,0
S00101596,73,68,5,0,0
S00101597,125,86,36,3,0
S00101598,57,49,8,0,0
S00101599,64,61,3,0,0
S00101600,79,71,8,0,0
S00101601,103,100,3,0,0
S00101602,71,68,3,0,0
S00101603,89,82,7,0,0
S00101604,146,135,11,0,0
S00101605,103,99,3,1,0
S00101606,115,105,10,0,0
S00101607,129,119,9,1,0
S00101608,87,87,0,0,0
S00101609,94,87,4,3,0
S00101610,88,87,1,0,0
S00101611,87,80,7,0,0
S00101612,117,110,7,0,0
S00101613,80,73,5,2,0
S00101614,60,58,2,0,0
S00101615,99,94,5,0,0
S00101616,81,73,8,0,0
S00101617,104,101,2,1,0
S00101618,104,96,8,0,0
S00101619,75,65,9,1,0
S00101620,46,38,8,0,0
S00101621,53,44,9,0,0
S00101622,73,69,4,0,0
S00101623,57,54,3,0,0
S00101624,138,132,5,1,0
S00101625,85,78,7,0,0
S00101626,121,115,6,0,0
S00101627,170,162,8,0,0
S00101628,82,80,1,1,0
S00101629,138,120,17,1,0
S00101630,80,71,9,0,0
S00101631,66,62,4,0,0
S00101632,135,125,10,0,0
S00101633,224,191,29,4,0
S00101634,224,197,25,2,0
S00101635,73,63,10,0,0
S00101636,106,99,7,0,0
S00101637,115,114,1,0,0
S00101638,81,79,2,0,0
S00101639,93,82,10,1,0
S00101640,99,87,8,0,4
S00101641,176,156,19,1,0
S00101642,113,106,7,0,0
S00101643,72,64,7,0,1
S00101644,59,56,3,0,0
S00101645,120,118,2,0,0
S00101646,132,123,9,0,0
S00101647,98,92,6,0,0
S00101648,51,49,2,0,0
S00101649,161,154,3,4,0
S00101650,124,110,14,0,0
S00101651,123,109,13,1,0
S00101652,154,130,20,4,0
S00101653,139,133,4,2,0
S00101654,256,231,24,1,0
S00101655,159,147,9,3,0
S00101656,72,65,7,0,0
S00101657,170,161,9,0,0
S00101658,75,68,7,0,0
S00101659,192,183,7,1,1
S00101660,213,205,6,1,1
S00101661,146,136,8,1,1
S00101662,100,96,4,0,0
S00101663,137,131,4,2,0
S00101664,82,79,3,0,0
S00101665,56,46,10,0,0
S00101666,60,57,3,0,0
S00101667,77,66,11,0,0
S00101668,154,139,13,1,1
S00101669,50,45,4,1,0
S00101670,100,89,10,1,0
S00101671,76,68,8,0,0
S00101672,146,134,11,1,0
S00101673,229,210,16,3,0
S00101674,136,110,21,5,0
S00101675,109,102,6,0,1
S00101676,79,67,9,3,0
S00101677,164,152,7,5,0
S00101678,114,101,11,2,0
S00101679,89,85,4,0,0
S00101680,61,59,2,0,0
S00101681,96,87,7,2,0
S00101682,117,108,7,1,1
S00101683,267,258,7,2,0
S00101684,204,190,12,2,0
S00101685,61,59,2,0,0
S00101686,280,263,14,2,1
S00101687,76,71,5,0,0
S00101688,135,128,7,0,0
S00101689,169,160,8,1,0
S00101690,211,185,23,3,0
S00101691,62,54,7,1,0
S00101692,52,50,2,0,0
S00101693,73,70,3,0,0
S00101694,103,100,3,0,0
S00101695,71,64,7,0,0
S00101696,71,63,8,0,0
S00101697,73,69,4,0,0
S00101698,116,102,14,0,0
S00101699,66,63,3,0,0
S00101700,151,132,12,7,0
S00101701,56,50,5,1,0
S00101702,110,90,20,0,0
S00101703,67,60,7,0,0
S00101704,92,69,17,6,0
S00101705,105,90,13,2,0
S00101706,52,45,6,1,0
S00101707,99,93,6,0,0
S00101708,166,152,13,1,0
S00101709,92,85,7,0,0
S00101710,136,129,7,0,0
S00101711,60,58,2,0,0
S00101712,118,111,6,1,0
S00101713,91,87,4,0,0
S00101714,76,67,9,0,0
S00101715,118,112,6,0,0
S00101716,144,132,10,1,1
S00101717,122,114,8,0,0
S00101718,100,87,13,0,0
S00101719,133,115,17,0,1
S00101720,63,58,5,0,0
S00101721,80,64,16,0,0
S00101722,131,118,12,1,0
S00101723,95,93,2,0,0
S00101724,120,108,10,2,0
S00101725,98,93,5,0,0
S00101726,140,137,3,0,0
S00101727,113,104,8,1,0
S00101728,62,56,6,0,0
S00101729,161,154,7,0,0
S00101730,86,84,2,0,0
S00101731,152,139,11,1,1
S00101732,53,49,4,0,0
S00101733,137,129,7,1,0
S00101734,56,52,4,0,0
S00101735,119,103,16,0,0
S00101736,143,132,11,0,0
S00101737,93,84,9,0,0
S00101738,116,109,6,1,0
S00101739,64,62,2,0,0
S00101740,179,157,15,4,3
S00101741,207,186,18,3,0
S00101742,145,125,18,2,0
S00101743,202,187,14,1,0
S00101744,77,73,4,0,0
S00101745,50,41,9,0,0
S00101746,156,142,13,1,0
S00101747,53,52,1,0,0
S00101748,56,52,4,0,0
S00101749,141,127,13,1,0
S00101750,133,125,7,1,0
S00101751,185,175,6,4,0
S00101752,128,118,9,1,0
S00101753,155,146,8,1,0
S00101754,104,84,20,0,0
S00101755,107,94,10,2,1
S00101756,200,178,16,6,0
S00101757,139,121,9,8,1
S00101758,146,139,7,0,0
S00101759,270,260,9,1,0
S00101760,64,57,7,0,0
S00101761,162,146,15,0,1
S00101762,58,53,5,0,0
S00101763,65,60,5,0,0
S00101764,85,81,3,1,0
S00101765,158,142,15,1,0
S00101766,113,108,5,0,0
S00101767,143,131,11,1,0
S00101768,133,116,15,2,0
S00101769,77,73,4,0,0
S00101770,108,102,6,0,0
S00101771,141,124,17,0,0
S00101772,87,78,9,0,0
S00101773,122,118,4,0,0
S00101774,160,150,8,2,0
S00101775,193,176,13,4,0
S00101776,93,85,8,0,0
S00101777,106,101,5,0,0
S00101778,137,128,9,0,0
S00101779,183,165,16,2,0
S00101780,56,53,2,0,1
S00101781,104,100,4,0,0
S00101782,81,70,9,2,0
S00101783,94,76,15,3,0
S00101784,92,88,2,2,0
S00101785,95,89,6,0,0
S00101786,127,121,6,0,0
S00101787,110,102,8,0,0
S00101788,95,86,9,0,0
S00101789,69,67,2,0,0
S00101790,96,91,5,0,0
S00101791,124,119,4,1,0
S00101792,76,72,4,0,0
S00101793,182,162,20,0,0
S00101794,124,114,10,0,0
S00101795,57,56,1,0,0
S00101796,146,136,10,0,0
S00101797,66,61,5,0,0
S00101798,128,114,11,3,0
S00101799,124,116,6,2,0
S00101800,176,165,11,0,0
S00101801,151,146,4,1,0
S00101802,122,112,9,0,1
S00101803,73,68,4,1,0
S00101804,108,99,8,1,0
S00101805,52,46,6,0,0
S00101806,104,98,5,1,0
S00101807,74,72,2,0,0
S00101808,189,174,10,5,0
S00101809,142,129,13,0,0
S00101810,59,52,7,0,0
S00101811,106,99,7,0,0
S00101812,101,94,6,1,0
S00101813,102,86,14,2,0
S00101814,99,85,14,0,0
S00101815,69,60,8,1,0
S00101816,90,81,9,0,0
S00101817,229,214,13,2,0
S00101818,103,91,11,1,0
S00101819,55,47,8,0,0
S00101820,116,106,9,1,0
S00101821,172,153,16,3,0
S00101822,71,66,5,0,0
S00101823,95,91,4,0,0
S00101824,114,101,13,0,0
S00101825,104,99,5,0,0
S00101826,126,118,8,0,0
S00101827,111,99,12,0,0
S00101828,146,138,8,0,0
S00101829,111,103,7,1,0
S00101830,124,111,11,2,0
S00101831,95,89,6,0,0
S00101832,157,136,20,1,0
S00101833,131,120,10,1,0
S00101834,88,78,6,4,0
S00101835,85,80,5,0,0
S00101836,74,63,10,1,0
S00101837,108,99,7,0,2
S00101838,121,104,14,3,0
S00101839,127,118,9,0,0
S00101840,72,63,9,0,0
S00101841,95,83,10,1,1
S00101842,168,163,4,1,0
S00101843,112,103,9,0,0
S00101844,127,121,6,0,0
S00101845,115,99,14,2,0
S00101846,114,101,13,0,0
S00101847,119,114,3,1,1
S00101848,176,166,10,0,0
S00101849,79,74,4,1,0
S00101850,99,94,4,0,1
S00101851,188,176,12,0,0
S00101852,109,93,15,1,0
S00101853,82,75,6,0,1
S00101854,90,81,9,0,0
S00101855,71,67,3,1,0
S00101856,90,83,7,0,0
S00101857,139,130,8,1,0
S00101858,149,142,7,0,0
S00101859,124,119,4,1,0
S00101860,153,150,3,0,0
S00101861,94,84,9,1,0
S00101862,55,52,3,0,0
S00101863,79,77,2,0,0
S00101864,80,73,6,1,0
S00101865,61,54,7,0,0
S00101866,135,123,12,0,0
S00101867,79,72,7,0,0
S00101868,93,86,7,0,0
S00101869,129,118,10,1,0
S00101870,143,133,10,0,0
S00101871,102,94,8,0,0
S00101872,76,72,3,1,0
S00101873,95,89,4,1,1
S00101874,53,46,3,4,0
S00101875,62,52,5,4,1
S00101876,80,70,9,1,0
S00101877,166,153,10,3,0
S00101878,91,82,8,1,0
S00101879,116,99,17,0,0
S00101880,87,83,2,2,0
S00101881,119,116,2,1,0
S00101882,102,99,2,1,0
S00101883,104,87,11,4,2
S00101884,84,76,8,0,0
S00101885,85,77,5,1,2
S00101886,78,63,15,0,0
S00101887,83,78,3,2,0
S00101888,114,99,14,1,0
S00101889,70,62,7,1,0
S00101890,109,96,11,1,1
S00101891,57,51,6,0,0
S00101892,104,94,9,1,0
S00101893,153,145,8,0,0
S00101894,136,122,12,2,0
S00101895,77,68,8,1,0
S00101896,102,97,5,0,0
S00101897,143,131,8,4,0
S00101898,82,73,7,2,0
S00101899,115,99,12,3,1
S00101900,67,61,6,0,0
S00101901,103,95,8,0,0
S00101902,112,98,12,2,0
S00101903,131,112,11,7,1
S00101904,124,108,16,0,0
S00101905,82,71,10,1,0
S00101906,97,85,12,0,0
S00101907,80,68,7,4,1
S00101908,125,117,8,0,0
S00101909,135,112,23,0,0
S00101910,81,71,10,0,0
S00101911,92,81,9,1,1
S00101912,109,102,5,2,0
S00101913,70,55,14,1,0
S00101914,60,55,5,0,0
S00101915,130,121,9,0,0
S00101916,141,120,18,3,0
S00101917,132,122,10,0,0
S00101918,178,163,13,2,0
S00101919,100,93,5,2,0
S00101920,111,104,4,3,0
S00101921,102,92,10,0,0
S00101922,108,93,15,0,0
S00101923,73,63,10,0,0
S00101924,163,145,17,0,1
S00101925,203,160,41,1,1
S00101926,122,107,14,1,0
S00101927,150,136,14,0,0
S00101928,95,93,2,0,0
S00101929,146,133,12,1,0
S00101930,118,101,11,3,3
S00101931,143,124,19,0,0
S00101932,150,135,15,0,0
S00101933,81,67,14,0,0
S00101934,111,96,12,2,1
S00101935,111,94,16,1,0
S00101936,116,108,7,0,1
S00101937,122,112,10,0,0
S00101938,81,71,10,0,0
S00101939,152,144,7,0,1
S00101940,69,64,4,0,1
S00101941,121,106,15,0,0
S00101942,126,115,10,1,0
S00101943,118,106,11,0,1
S00101944,167,149,18,0,0
S00101945,111,98,12,1,0
S00101946,94,81,13,0,0
S00101947,110,86,20,4,0
S00101948,122,109,11,2,0
S00101949,84,75,8,1,0
S00101950,93,85,8,0,0
S00101951,148,130,18,0,0
S00101952,167,141,20,4,2
S00101953,131,119,12,0,0
S00101954,99,85,12,1,1
S00101955,94,80,12,1,1
S00101956,113,101,11,1,0
S00101957,98,85,11,2,0
S00101958,95,77,14,4,0
S00101959,185,161,22,1,1
S00101960,136,119,16,1,0
S00101961,101,87,13,1,0
S00101962,80,72,8,0,0
S00101963,141,129,10,2,0
S00101964,112,93,18,1,0
S00101965,120,106,13,1,0
S00101966,89,81,8,0,0
S00101967,115,104,11,0,0
S00101968,117,105,11,1,0
S00101969,102,95,7,0,0
S00101970,157,144,12,1,0
S00101971,115,101,14,0,0
S00101972,154,137,17,0,0
S00101973,75,58,15,2,0
S00101974,96,87,9,0,0
S00101975,138,133,5,0,0
S00101976,239,224,14,1,0
S00101977,141,128,12,1,0
S00101978,91,80,11,0,0
S00101979,123,113,8,2,0
S00101980,123,112,10,1,0
S00101981,163,148,15,0,0
S00101982,109,98,10,1,0
S00101983,170,157,12,1,0
S00101984,129,119,8,1,1
S00101985,130,124,6,0,0
S00101986,137,120,10,7,0
S00101987,153,143,9,1,0
S00101988,119,105,14,0,0
S00101989,97,90,6,1,0
S00101990,154,149,5,0,0
S00101991,107,104,3,0,0
S00101992,86,80,3,3,0
S00101993,128,103,24,1,0
S00101994,131,115,16,0,0
S00101995,142,125,15,2,0
S00101996,87,80,6,1,0
S00101997,162,143,18,1,0
S00101998,143,126,14,2,1
S00101999,117,103,13,1,0
S00102000,142,122,20,0,0
S00102001,115,103,9,2,1
S00102002,91,82,7,2,0
S00102003,86,84,2,0,0
S00102004,115,107,8,0,0
S00102005,89,81,8,0,0
S00102006,129,115,14,0,0
S00102007,146,138,7,1,0
S00102008,138,127,11,0,0
S00102009,149,129,19,1,0
S00102010,144,133,11,0,0
S00102011,117,110,5,2,0
S00102012,153,131,20,2,0
S00102013,108,95,12,1,0
S00102014,57,40,12,3,2
S00102015,163,137,25,1,0
S00102016,149,125,22,1,1
S00102017,159,138,17,4,0
S00102018,138,121,13,4,0
S00102019,147,130,17,0,0
S00102020,155,134,20,1,0
S00102021,81,73,4,3,1
S00102022,81,72,8,1,0
S00102023,132,125,7,0,0
S00102024,111,102,8,1,0
S00102025,122,101,20,1,0
S00102026,241,215,25,1,0
S00102027,134,111,20,3,0
S00102028,84,79,4,1,0
S00102029,95,82,13,0,0
S00102030,95,86,8,1,0
S00102031,86,81,5,0,0
S00102032,97,93,4,0,0
S00102033,158,137,18,3,0
S00102034,127,108,19,0,0
S00102035,84,77,7,0,0
S00102036,100,90,9,1,0
S00102037,66,62,4,0,0
S00102038,82,70,11,1,0
S00102039,141,122,18,1,0
S00102040,98,87,10,1,0
S00102041,83,73,8,2,0
S00102042,106,101,5,0,0
S00102043,72,58,14,0,0
S00102044,122,106,16,0,0
S00102045,83,73,8,2,0
S00102046,117,112,5,0,0
S00102047,141,133,8,0,0
S00102048,124,114,9,1,0
S00102049,79,75,4,0,0
S00102050,87,73,12,2,0
S00102051,111,103,7,1,0
S00102052,120,108,10,1,1
S00102053,125,111,11,3,0
S00102054,161,155,6,0,0
S00102055,122,115,7,0,0
S00102056,111,101,9,0,1
S00102057,117,107,10,0,0
S00102058,105,99,6,0,0
S00102059,136,123,13,0,0
S00102060,123,119,4,0,0
S00102061,122,113,9,0,0
S00102062,108,104,4,0,0
S00102063,116,109,6,1,0
S00102064,106,93,8,4,1
S00102065,104,91,12,1,0
S00102066,119,105,13,1,0
S00102067,115,109,6,0,0
S00102068,110,93,16,1,0
S00102069,133,116,17,0,0
S00102070,83,74,8,0,1
S00102071,163,141,20,2,0
S00102072,95,85,10,0,0
S00102073,83,68,14,1,0
S00102074,88,78,10,0,0
S00102075,111,103,8,0,0
S00102076,125,106,19,0,0
S00102077,65,58,7,0,0
S00102078,113,100,13,0,0
S00102079,77,65,11,1,0
S00102080,114,99,14,1,0
S00102081,162,144,17,1,0
S00102082,111,107,4,0,0
S00102083,142,122,20,0,0
S00102084,135,119,15,1,0
S00102085,172,149,20,3,0
S00102086,128,102,23,3,0
S00102087,101,93,8,0,0
S00102088,114,98,15,1,0
S00102089,97,93,4,0,0
S00102090,129,105,23,1,0
S00102091,100,84,14,2,0
S00102092,124,117,6,1,0
S00102093,101,83,17,1,0
S00102094,110,97,13,0,0
S00102095,107,98,8,1,0
S00102096,131,115,16,0,0
S00102097,87,82,4,1,0
S00102098,90,75,13,1,1
S00102099,118,105,12,1,0
S00102100,84,77,7,0,0
S00102101,68,57,11,0,0
S00102102,69,57,11,1,0
S00102103,112,101,9,2,0
S00102104,88,83,5,0,0
S00102105,97,93,3,1,0
S00102106,67,55,12,0,0
S00102107,104,90,14,0,0
S00102108,116,103,12,1,0
S00102109,109,101,6,2,0
S00102110,102,92,10,0,0
S00102111,86,80,6,0,0
S00102112,146,137,9,0,0
S00102113,81,75,5,1,0
S00102114,111,88,23,0,0
S00102115,143,131,11,1,0
S00102116,90,84,4,2,0
S00102117,86,79,7,0,0
S00102118,146,134,11,1,0
S00102119,125,102,23,0,0
S00102120,104,93,11,0,0
S00102121,112,100,12,0,0
S00102122,112,99,11,0,2
S00102123,107,96,8,2,1
S00102124,189,173,14,2,0
S00102125,101,93,6,2,0
S00102126,64,58,5,1,0
S00102127,100,87,13,0,0
S00102128,95,88,7,0,0
S00102129,91,82,9,0,0
S00102130,84,66,16,2,0
S00102131,114,96,17,1,0
S00102132,115,97,18,0,0
S00102133,125,122,2,1,0
S00102134,109,104,4,1,0
S00102135,113,98,15,0,0
S00102136,88,83,3,2,0
S00102137,101,97,4,0,0
S00102138,104,91,13,0,0
S00102139,96,91,5,0,0
S00102140,142,133,9,0,0
S00102141,100,95,5,0,0
S00102142,117,99,16,1,1
S00102143,76,62,13,1,0
S00102144,130,121,8,1,0
S00102145,100,92,8,0,0
S00102146,114,103,9,1,1
S00102147,92,87,2,2,1
S00102148,114,103,9,2,0
S00102149,115,96,19,0,0
S00102150,97,85,12,0,0
S00102151,64,62,2,0,0
S00102152,75,63,11,0,1
S00102153,74,64,8,2,0
S00102154,110,103,4,3,0
S00102155,131,121,9,1,0
S00102156,81,76,5,0,0
S00102157,138,128,7,2,1
S00102158,107,101,6,0,0
S00102159,182,147,30,5,0
S00102160,140,123,16,1,0
S00102161,114,96,16,1,1
S00102162,127,109,16,2,0
S00102163,84,76,6,2,0
S00102164,83,75,5,3,0
S00102165,151,133,16,2,0
S00102166,184,169,15,0,0
S00102167,166,161,4,1,0
S00102168,83,76,7,0,0
S00102169,172,166,5,1,0
S00102170,106,101,5,0,0
S00102171,137,120,17,0,0
S00102172,127,117,9,1,0
S00102173,112,105,7,0,0
S00102174,107,96,11,0,0
S00102175,105,84,17,3,1
S00102176,64,55,9,0,0
S00102177,129,122,7,0,0
S00102178,92,86,6,0,0
S00102179,58,49,8,1,0
S00102180,118,104,13,0,1
S00102181,114,96,16,2,0
S00102182,109,94,13,2,0
S00102183,143,126,16,0,1
S00102184,154,137,16,0,1
S00102185,167,147,17,3,0
S00102186,128,121,7,0,0
S00102187,128,120,7,1,0
S00102188,109,96,13,0,0
S00102189,151,138,13,0,0
S00102190,106,94,9,3,0
S00102191,87,73,14,0,0
S00102192,158,137,14,7,0
S00102193,156,136,18,2,0
S00102194,120,113,7,0,0
S00102195,162,150,10,1,1
S00102196,80,62,17,1,0
S00102197,98,93,4,0,1
S00102198,64,57,7,0,0
S00102199,75,58,15,2,0
S00102200,87,83,4,0,0
S00102201,50,43,6,1,0
S00102202,107,98,9,0,0
S00102203,149,131,14,4,0
S00102204,55,50,5,0,0
S00102205,139,126,13,0,0
S00102206,94,93,1,0,0
S00102207,141,125,14,2,0
S00102208,122,106,15,1,0
S00102209,102,92,10,0,0
S00102210,151,131,17,3,0
S00102211,110,101,8,1,0
S00102212,138,131,6,1,0
S00102213,154,142,10,2,0
S00102214,90,87,3,0,0
S00102215,87,77,7,3,0
S00102216,80,77,3,0,0
S00102217,111,103,6,2,0
S00102218,98,90,8,0,0
S00102219,186,162,23,1,0
S00102220,129,113,15,1,0
S00102221,80,69,9,0,2
S00102222,107,104,3,0,0
S00102223,154,144,8,2,0
S00102224,111,107,4,0,0
S00102225,93,89,2,2,0
S00102226,128,122,6,0,0
S00102227,131,118,13,0,0
S00102228,108,103,5,0,0
S00102229,163,160,2,1,0
S00102230,150,143,7,0,0
S00102231,108,103,5,0,0
S00102232,103,95,8,0,0
S00102233,105,96,9,0,0
S00102234,120,113,6,0,1
S00102235,76,74,2,0,0
S00102236,89,83,6,0,0
S00102237,163,147,16,0,0
S00102238,158,150,7,1,0
S00102239,73,73,0,0,0
S00102240,108,105,3,0,0
S00102241,143,137,6,0,0
S00102242,116,112,4,0,0
S00102243,61,55,6,0,0
S00102244,81,71,7,3,0
S00102245,102,94,8,0,0
S00102246,120,113,7,0,0
S00102247,110,101,9,0,0
S00102248,72,61,11,0,0
S00102249,82,73,7,2,0
S00102250,110,103,6,1,0
S00102251,104,86,18,0,0
S00102252,103,94,9,0,0
S00102253,125,120,5,0,0
S00102254,138,118,19,1,0
S00102255,132,115,17,0,0
S00102256,148,133,14,0,1
S00102257,55,45,9,1,0
S00102258,100,92,8,0,0
S00102259,116,100,14,2,0
S00102260,67,57,6,4,0
S00102261,106,87,18,1,0
S00102262,138,130,5,3,0
S00102263,181,168,13,0,0
